School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description,ED Match Count,ED Keywords Matched,AI Match Count,AI Keywords Matched,EDxAI Match Count,EDxAI Keywords Matched
OntarioTechU,MECE 2230U,Statics, , ,"This course provides fundamental engineering knowledge of static systems, bodies at rest, force and moment equilibrium of rigid bodies, and mechanics of materials and deformable bodies. Course topics include: forces; moments of forces; couples; resultant and equilibrium of force systems; distributed loads; equilibrium of particles and rigid bodies; analysis of structures including beams, structural analyses including trusses, frames and machines; mechanical joints, the concept of internal forces, shear and moment forces and diagrams, relations between distributed load, shear and moments; friction forces on mechanical components, centroid, moment of inertia, parallel axis theory, Mohr's circle for moment of inertia, concept of virtual work.",3,"component, concept, material",0,,0,
OntarioTechU,MECE 2310U,Concurrent Engineering and Design, , ,"This course covers the modern integrated product development process. Unlike the traditional product development approach, concurrent (simultaneous) engineering and design reunites technical and nontechnical disciplines and brings forward a philosophy of cross-functional cooperation in order to create products which meet pre-determined objectives, and are better, less expensive, and more quickly brought to market. It is a process in which appropriate disciplines are committed to work interactively to analyze market and customer requirements in order to improve the end-to-end process by which products are conceived, designed, manufactured, assembled, sold to the customer, serviced, and finally disposed of. The concept of design is presented. Brainstorming, creativity methods, design for manufacturing, design for assembly, design for cost, and design for quality, life cycle design, reverse engineering, and rapid prototyping are addressed. Teamwork and communication skills are developed.",19,"assembly, concept, concurrent engineering, cost, creativity, customer requirement, customer, customer requirement, design for assembly, design for manufacturing, design for quality, development process, life cycle, product, product development, product development process, quality, rapid prototyping, reverse engineering",0,,0,
OntarioTechU,MECE 2320U,Thermodynamics, , ,"Introductory concepts and definitions; energy, work and heat; the nature of thermodynamics; the First Law of Thermodynamics; the Second Law of Thermodynamics; control mass and control volume analyses; properties and behaviour of pure substances; ideal gases and mixtures; equation of state for a perfect gas; irreversible and reversible processes; the Carnot cycle; entropy; Clausius inequality; entropy change in open and closed systems; isentropic processes; introduction to exergy; power and refrigeration cycles.",1,concept,0,,0,
OntarioTechU,ELEE 2790U,Electric Circuits, , ,"Basic concepts of electricity, magnetism and electric circuits; DC and AC driven circuits; series and parallel circuits; Ohm Law, Kirchhoff Laws, Thevenin Theorem, Norton Theorem, operation of electrical equipment such as instruments, motors, generators; response to step functions; response to sinusoids, steady state AC, resonance, parallel resonance, AC power, power factor, power factor correction; introduction to magnetic circuits: coils, solenoids, transformers; single and three phase circuits, basic operation of electrical measuring equipment; basics of electronics: diodes, transistors, operational amplifiers.",2,"concept, function",0,,0,
OntarioTechU,MATH 2070U,Numerical Methods, , ,"This course provides an overview of, and practical experience in, using algorithms for solving numerical problems arising in engineering. Topics include: solution of nonlinear equations in one variable, interpolation and data-fitting, numerical differentiation and integration, solution of differential equations, and elements of numerical linear algebra. Students will use computer software such as Maple or Matlab in the solution of numerical problems.",0,,1,algorithm,0,
OntarioTechU,MECE 2430U,Dynamics, , ,"This course provides fundamental engineering knowledge of time varying systems. It also examines the kinematics and kinetics of particles and rigid bodies. Course topics include: kinematics of particles; rectilinear and curvilinear motions; Cartesian, normal-tangential, polar and cylindrical components of velocity and acceleration in two and three dimensions; planar kinematics of rigid bodies; general plane motion; rotating frames; kinetics of particles; kinetics of systems of particles; planar kinetics of rigid bodies; force and acceleration; friction; work and energy; conservative and non-conservative systems; impulse and momentum; introduction to three-dimensional kinematics of a rigid body.",1,component,0,,0,
OntarioTechU,STAT 2800U,Statistics and Probability for Engineers, , ,"This course introduces the concepts and techniques of statistics and probability to collect, present, analyze and interpret data, and make decisions in the presence of variability. Students study a selection of topics relevant to engineering, selected from: sample spaces, probability, conditional probability, independence. Bayes' theorem, probability distributions, algebra of expected values, descriptive statistics. Discrete and continuous random variables; probability distributions: binomial, Poisson, normal, lognormal, Weibull, etc.; mean and variance; the central limit theorem; inferences concerning means, variances, and proportions. Parameter estimation, introduction to correlation and regression. Introduction to quality control and reliability.",4,"concept, quality, quality control, reliability",7,"central limit theorem, conditional probability, expected value, independence, random variable, regression, variance",0,
OntarioTechU,MANE 3190U,Manufacturing and Production Processes, , ,"Principles and physical phenomena of the basic manufacturing processes. Material behaviour during manufacturing. Topics include: casting process; bulk deformation process including forging, rolling, extrusion and drawing; sheet metal working; joining processes; basics of material removal processes and material alteration processes; process selection.",2,"drawing, material",0,,0,
OntarioTechU,MECE 3030U,Computer-Aided Design, , ,"Geometric/solid modelling, computer graphics and feature modelling. Introduction to design refinement with finite element analysis tools. State-of-the-art software packages will be introduced and case studies with applications in different engineering fields will be employed.",1,computer aided design,0,,0,
OntarioTechU,ENGR 3360U,Engineering Economics, , ,"Aspects of theoretical and applied economics relevant to engineers, including an introduction to fundamental principles of micro and macroeconomics. Microeconomics topics include scarcity, opportunity cost, diminishing returns, elasticity, industrial organization, economies of scale and concentration. Macroeconomics topics include unemployment, inflation, economic growth, the multiplier, equilibrium, fiscal policy and monetary policy. The principle of money and banking are introduced along with the role of the Bank of Canada. Applied economics topics covered include cost concepts, time value of money, comparison of alternatives, depreciation, tax considerations, economic analysis of projects, breakeven, sensitivity and risk, and decision models. Other topics covered include: economic decision analysis applied to private and public sector capital projects, discounted cash flow methods, lease analysis, replacement decisions, inflation impacts and public sector project analysis.",4,"concept, cost, engineering economics, model",0,,0,
OntarioTechU,MECE 3210U,Mechanical Vibrations, , ,"Fundamental concepts of vibrations of mechanical systems; free vibrations of single degree of freedom systems; various types of damping and vibration absorption; forced vibrations; vibration measuring instruments; steady state and transient vibrations; vibrations of multi-degree of freedom systems; vibration isolation; modal analysis; vibrations of continuous systems; introduction to non-linear vibrations, including nonlinear springs and non-linear damping.",1,concept,0,,0,
OntarioTechU,MECE 3220U,Machine Design, , ,"The essentials for mechanical engineering machine design are taught. This includes application of appropriate safety factors, failure criteria, failure analysis with application to components under static and fatigue loading conditions, along with material selection criteria. The analysis of machine elements such as shafts, fasteners and nonpermanent joints, and welds are covered. Machine elements such as springs, bearings and gears are analyzed and sized for proper application.",4,"component, material selection, material, safety factor",0,,0,
OntarioTechU,MECE 3390U,Mechatronics, , ,"This course provides students with the tools required to design, model, analyze and control mechatronic systems; i.e. smart systems comprising electronic, mechanical, fluid and thermal components. The techniques for modelling various system components will be studied in a unified approach developing tools for the simulation of the performance of these systems. Analysis will also be made of the various components needed to design and control mechatronic systems including sensing, actuating, and I/O interfacing components.",2,"component, model",0,,0,
OntarioTechU,ENGR 4760U,"Ethics, Law and Professionalism for Engineers", , ,"Legal aspects of engineering practice; business organizations and corporations; intellectual and industrial property; conflict resolution; tort liability and contract law; employment and labour law; public safety and health considerations; occupational health and safety and WHMIS; Canadian and international engineering standards and commercial practices; international trade; environmental laws and regulations; environmental stewardship and sustainable development; corporate social responsibility; equity. Ethics and moral philosophy; applied ethics; ethical aspects of engineering practice; engineering codes of ethics and ethical obligations of engineers; detecting ethical dilemmas and methods for resolving them; research ethics. The engineering profession and its history; engineering associations and societies; engineering licensure; the role and responsibilities of the professional engineer in society; engineers in industry, management and private practice.",2,"standard, sustainable development",1,association,0,
OntarioTechU,ENGR 4950U,"Capstone Systems Design for Mechanical, Automotive, Mechatronics and Manufacturing Engineering I", , ,"This capstone design engineering course is envisioned to represent a culminating major teamwork design experience for engineering students specializing in the areas of automotive, mechanical, thermofluids and energy, mechatronics, and manufacturing engineering. It is meant to allow senior-level students to integrate their engineering knowledge and produce useful engineering artifacts. The paramount objective of the course is to expose engineering students to successfully implementing the engineering design process and appropriate engineering design methods into creatively solving design problems conditioned with realistic constraints while using state of the art engineering CAD/CAM/CAE tools and incorporating engineering standards. Another objective of the course is to train design engineering students to focus on a variety of considerations with respect to their designs, such as: economic, environmental, sustainability, manufacturability, ethical, health and safety, social, and political. Yet another objective of the course is to focus on improving the students' soft skills that include the ability to work in teams, participate in project planning and scheduling, give presentations, and be able to deal with uncertainties in a professional manner. In this context, this capstone design course serves as one of the final preparations for students entering into industry. A wide range of engineering design-related product, process, technology, service or system development topics may be covered in this course. The course covers design considerations for systems that predominantly incorporate automotive, mechanical, thermofluids and energy, mechatronics, and/or manufacturing components and systems. This design-built project based course normally includes studying open-ended engineering design topics of interest to the students. These may consist of real-world design projects proposed and sponsored by industrial partners, or design projects on topics proposed by faculty advisors, or topics proposed by a group of enrolled students. In this context, the engineering design process will be reviewed along with its application to the design of the said systems. Students will work in small groups on a capstone design engineering project of major breadth that will require them to integrate the knowledge that they have gained throughout their program of study and apply it to the design and development of a complete device and/or a complete predominantly automotive, mechanical, thermofluids and energy, mechatronics, and/or manufacturing system. By the end of this course students will have completed the following parts of the design process for their projects: customer requirements; background search; design plan and project management; brainstorming; preliminary concept generation; sketching ideas; engineering specifications (benchmarking); detailed concept generation; functional decomposition; concept development and screening/selection; group preliminary proof of concept prototype demonstrations and oral presentations; and final engineering term report.",22,"benchmarking, cad, component, concept, concept development, concept generation, constraint, customer requirement, customer, customer requirement, decomposition, design method, design problem, design process, design project, engineering design, functional decomposition, manufacturability, product, prototype, specification, standard",0,,0,
OntarioTechU,MECE 4290U,Finite Element Methods, , ,"This course covers the theoretical and computational principles of the finite element method, including geometrical modelling, materials modelling, and discrete element formulation of flexible structures (bars, beams, frames, plates and shells). An introduction to nonlinear finite element analysis, modelling, errors and accuracy, and assembly of global matrices will be addressed. Students will have the opportunity to utilize commercially available software to solve various engineering problems. They will obtain experience with mesh generation, material property specifications, load applications, boundary condition applications, solution methods and interpretation of results. Applications will include 2-D and 3-D stress analysis and steady-state thermo-fluid applications.",4,"assembly, finite element method, material, specification",0,,0,
OntarioTechU,ENGR 4951U,"Capstone Systems Design for Mechanical, Automotive, Mechatronics and Manufacturing Engineering II", , ,"This capstone design engineering course constitutes the second part (continuation) of a two-term capstone design endeavour which started in the fall term through ENGR 4950U-“Capstone Systems Design for Mechanical, Automotive, Mechatronics and Manufacturing Engineering IÂ Â course. These two consecutive capstone design courses (ENGR 4950UÂ and ENGR 4951U) represent a critical mandatory component of the CEAB (Canadian Engineering Accreditation Board) accredited engineering degree programs offered by our university's Faculty of Engineering and Applied Science. They provide a culminating capstone design engineering experience that integrates aspects of many prior engineering courses taken by the enrolled students. This second part of a two-part graduating year capstone design course is envisioned to represent a culminating major teamwork design experience for engineering students specializing in the areas of automotive, mechanical, thermofluids and energy, mechatronics, and/or manufacturing engineering. It is meant to allow senior-level students to integrate their engineering knowledge and produce useful engineering artifacts. During this winter term, the students will continue to work in the same small groups that were created during the previous fall term. Students will complete the design and development of the system that they first started in the Capstone Systems Design I course on a project of major breadth that will require them to integrate the knowledge that they have gained throughout their program of study and apply it to the design and development of a complete device and/or a complete predominantly automotive, mechanical, thermofluids and energy, mechatronics, and/or manufacturing system. By the end of this course students will have completed the entire design process for their projects including the following tasks: design refinements based on findings from proof-of-concept prototype; detailed design and engineering analysis; test plan; test results and product validation; final project presentation; final project report; and prototype system demonstration.Laboratory hours: 3Tutorial hours: 1Prerequisite(s): ENGR 4950UÂ Â CloseClose",6,"component, concept, design process, detailed design, product, prototype",0,,0,
OntarioTechU,AUTE 3010U,Introduction to Automotive Engineering, , ,"This course is designed to introduce students to the five essential themes in automotive engineering including control, design, materials and manufacturing, powertrains and emissions, and structure chassis and body. The fundamental functionality and typical configurations of automotive vehicles and their subsystems, including powertrain, steering systems, braking systems, suspensions, vehicle body structures, vehicle interior, tires and electrical components will be briefly reviewed. The different configuration features of engine location, traction wheels lay-out, on-road and off-road vehicles, special purpose vehicles, passenger cars, buses and articulated vehicles will be discussed. This course provides the background needed for subsequent automotive engineering courses.",2,"component, material",0,,0,
OntarioTechU,ENGR 3160U,Engineering Operations and Project Management, , ,"This course introduces students to the field of operations and project management as practiced in various industries and the services sector. The impacts on the external environment, safety and regulatory constraints will be considered in the design and analysis of these systems. Topics include decision analysis; project management; waiting line models in customer service operations; maintenance management; process improvement techniques such as process mapping; and job design for both service and engineering operations.",4,"constraint, customer, maintenance, model",0,,0,
OntarioTechU,MANE 3120U,Thermo-mechanical Processing of Materials, , ,"Time-temperature-transformation diagrams, strengthening mechanisms, treatment of materials, thermal processing and heat treatment, such as annealing and tempering, stress concentrations, properties of alloys, polymers and composites, material selection rationale, fracture and ductile modes, fatigue mechanisms, creep, and case studies of engineering material failures.",2,"material selection, material",0,,0,
OntarioTechU,MANE 3460U,Industrial Ergonomics, , ,"The biology of work; anatomical and physiological factors underlying the design of equipment and workplaces; biomechanical factors governing physical workload and motor performance; Circadian rhythms and shift work; measurement and specification of heat, light and sound levels with respect to the design of workplaces. Detailed analyses will be made of several cases in which human factors methods have been applied to improve the efficiency with which human/machine systems operate.",2,"ergonomics, specification",0,,0,
OntarioTechU,MANE 4045U,Quality Control, , ,"Quality improvement and productivity; quality costs, total quality management; statistical process control; control of incoming material, control charts for attribute and variable data, process capability. Process optimization and design of experiments; screening methods, fractional factorial experiments, Taguchi methods, empirical regression models; acceptance sampling.",6,"cost, design of experiment, material, model, quality, quality control",2,"optimization, regression",0,
OntarioTechU,MANE 4160U,Artificial Intelligence in Engineering, , ,"Introduction to artificial intelligence; knowledge-based systems, state space representation, search strategies, knowledge representation, reasoning with uncertainty; fuzzy sets, membership functions and operations, fuzzy relations, fuzzy reasoning; neural networks, basic neuron modelling, multi-layer perceptron, self-organization networks and adaptive theory; genetic algorithms for optimization and search; applications of artificial intelligence in engineering, design and manufacturing.",2,"engineering design, function",7,"algorithm, artificial intelligence, genetic algorithm, knowledge based system, neural network, optimization, perceptron",0,
OntarioTechU,MANE 4190U,Principles of Material Removal Processes, , ,"The course presents a wide scope of traditional and non-traditional material removal processes. The fundamentals of the single point, multi-point cutting and abrasive cutting processes are discussed. Topics also include Electrochemical Machining (ECM), Electrical Discharge Machining (EDM), laser and water jet cutting, etc. Throughout the course the mechanics of the processes, tool materials, tool life, modes of tool wear and failure, temperature, generated surface finish and the process economics are presented and analyzed.",1,material,0,,0,
OntarioTechU,MANE 4380U,Life Cycle Engineering, , ,"The course introduces the fundamentals of both product and process engineering with an emphasis on life cycle models. A mixture of practical and theoretical topics, methodologies, principles, and techniques of life cycle engineering are covered such as design reviews, re-engineering, mass customization, product modularity, cost/benefit analysis, value engineering, and life-cycle design [e.g. Design for Assembly (DFA), Design for Manufacturing (DFM), Design for Serviceability (DFS), Reliability design etc.]. Students develop an understanding of the performance, cost, and environmental implications of both product design and manufacture and become capable of translating these into engineering cradle-to-grave responsibility requirements, goals, and specifications in order to maximize the values of products and the effectiveness of supply chain management while containing the costs to the manufacturer, the user, and society. Energy utilization is considered throughout along with energy-related life cycle methods.",14,"assembly, cost benefit analysis, cost, design for assembly, design for manufacturing, design review, dfa, dfm, life cycle, model, product, reliability, specification, user",0,,0,
OntarioTechU,MANE 4600U,Additive Manufacturing, , ,"This course covers the theoretical and technological aspects of the additive manufacturing process, particularly the details of design for additive manufacturing, additive manufacturing pre-processing, additive manufacturing materials, additive manufacturing process, additive manufacturing post-processing, and additive manufacturing applications to allow students to comprehend the latest technical content in the area of additive manufacturing and develop systems for practical applications. The course aims to provide students with design, analysis and manufacturing methods and concepts to develop, study and improve performance of the additive manufacturing systems and applications.",2,"concept, material",0,,0,
OntarioTechU,MANE 4700U,"Introduction to Tribology: Friction, Wear and Lubrication", , ,"This course presents current insights into tribology, focusing on such fundamental concepts as surface properties and topology, wear mechanism, bearing failure modes, fluid lubrication and lubricant fabrication. This course introduces the theory and practice of friction, wear and lubrication in an industrial context. Furthermore, several procedures for determining tribological data are discussed and case studies in bearing failure modes are used to illustrate how fundamental tribology knowledge can be applied in the design of tribological components and systems.",2,"component, concept",0,,0,
OntarioTechU,MECE 3260U,Introduction to Energy Systems, , ,"Energy systems, resources and use; energy classifications and terminology; energy sources and currencies; energy supply and demand; energy conversion and utilization technologies; energy storage and distribution; energy use in countries and sectors of economies; energy intensity; global energy flows and utilization patterns; principal fuels; fuel science and technology: origins of fuels, classifications and physical and chemical properties of fuels, fuel handling and fire hazards, non-conventional fuels; sustainability, sustainable development and energy; clean energy systems. Environmental impact of energy systems such as power generation, industrial processes and transportation; air, soil and water pollution and their effects on the environment; generation mechanisms of chemical pollutants, photochemical pollutants and smog. Introduction to renewable energy resources (solar, wind, geothermal, biomass), photovoltaics, microturbines. Introduction to energy storage systems. Introduction to hydrogen and fuel cells. Introduction to life cycle assessment, industrial ecology, and key environmental tools. Application of energy and exergy analysis to energy systems.",4,"environmental impact, life cycle, life cycle assessment, sustainable development",0,,0,
OntarioTechU,MECE 3410U,Electro-Mechanical Energy Conversion, , ,"This course provides an understanding of the principles of electromechanical energy conversion and introduces some common devices employed in the process. Specific topics covered include the principles of electromechanical energy conversion; ferromagnetic materials and their properties; basic operating concepts and steady state models for transformers, dc machines, and ac machines; electromechanical test and measurement procedures; characteristics and behaviour of machines.",3,"concept, material, model",0,,0,
OntarioTechU,MECE 4250U,Advanced Materials Engineering, , ,"Methodology of materials selection; evaluation of property data; materials testing; tensile properties, hardness, impact properties, fatigue, creep; failure and modes of fracture; interrelationships of structure, properties and processing; structural modifications in metals, ceramics and composite materials; strengthening mechanisms; heat treatment; processing and applications of engineering materials; introduction to electron microscopy, x-ray diffraction, and mass spectrometry.",2,"material selection, material",0,,0,
OntarioTechU,MECE 4151U,Solar Energy,energyeng, ,"Solar radiation measurements and predictions. Radiative heat transfer aspects. Classification of solar energy options. Solar thermal applications, including heating, cooling, air conditioning, electricity and fresh water production. Solar collectors and absorbing materials and their spectral characteristics. Concentrated solar panels. Solar electrical applications. Basics, materials and operational details on photovoltaics/solar cells. Solar energy conversion systems for various applications. Energy storage systems, including latent (phase change materials, molten salts) and sensible (hot water, compressed air, rock bed, etc.) options. Integrated solar energy systems for more useful outputs. Solar fuels. Thermodynamic analysis and performance assessments through energy and exergy approaches.",1,material,0,,0,
OntarioTechU,MECE 4153U,Wind and Hydro Energy,energyeng, ,"Turbomachinery fundamentals and analysis, including: angular momentum, pumps, fans, blowers, hydraulic turbines, propellers, and wind turbines. Wind characteristics, location, and wind farm design considerations. Aerodynamics of wind turbines and blade shape. Analysis of horizontal and vertical axis wind turbines. Wind turbine materials, components, and design. Design of dams and reservoirs, and use of rivers and tidal flows. Storage systems including pumped storage. Electrical aspects of wind and hydro energy generation systems. Integration, applications, and environmental impact of wind and hydro energy systems. Implementation of course principles in a design and construction project.",3,"component, environmental impact, material",0,,0,
OntarioTechU,MECE 4450U,Thermal Environmental Engineering,energyeng, ,"Heating, ventilating, air conditioning and refrigeration. Psychrometrics and psychrometric processes. Sensible heating and cooling, cooling and dehumidification, mixing and humidification. Ventilation and room air distribution. Human comfort. Indoor air quality. Refrigeration and refrigeration systems. Design of air conditioning and heating systems. Equipment selection. Duct and fan design. Pump and piping design. Energy management in buildings.",1,quality,0,,0,
QueensU,APSC 100,Engineering Practice l, , ,"This course introduces fundamental professional engineering skills and provides an opportunity to apply engineering science and mathematics content in situations emulating professional practice. It consists of three modules: Module 1. Problem analysis and modeling; Module 2. Experimentation and measurement; Module 3: Engineering design. The course provides an introduction to personal learning styles, team dynamics, oral and written presentation skills, laboratory data collection, analysis and presentation, project management, information management, problem analysis and modeling, numeric computation, economics, design methodologies, and workplace safety.",1,engineering design,0,,0,
QueensU,APSC 131,Chemistry and Materials, , ,"This course provides an introduction to the chemistry of materials: thermochemistry, heat, work, internal energy, enthalpy and the first law of thermodynamics; gas laws in ideal and non-ideal systems; phase equilibria in one component systems; concepts of bonding in the classification of materials; the physical, electrical and mechanical properties of metals, polymers, semiconductors and ceramics; techniques of characterizing materials.",3,"component, concept, material",0,,0,
QueensU,MNTC 313,Introduction to Programming, , ,"Students will be introduced to the fundamental concepts of computer programming using both C/C++ and MATLAB. The course will teach computer programming with a focus on practical applications for analyzing data and solving practical mathematical problems. Topics will include basic components of a computer (both hardware and software), memory and variables, expressions, selection structures, loops, arrays, functions, and commonly used algorithms such as sorting and searching. At the end of the course, students will be able to apply computer programming skills to assist in both design and analysis for real-life engineering applications.. Available Online.",3,"component, concept, function",1,algorithm,0,
QueensU,APSC 151,Earth Systems Engineering, , ,"This course provides an introduction to the complex Earth System (the solid earth, hydrosphere, atmosphere, and biosphere) and our interactions with it. The science behind our exploration and understanding of our planet and its ongoing evolution is explored in combination with the engineering geology of geo-materials, geo-resources, geo-dynamics and geo-risk. The connection between the Earth System and human activity is explored in depth, including local and global-scale impacts of engineering works, geopolitics, and resource issues. Examples of the terrestrial sources of geo-materials used in engineering activities are highlighted along with the technical, social, economic and environmental challenges associated with their life cycle including sustainability, contamination, biodiversity loss, social impact and climate change.",2,"life cycle, material",0,,0,
QueensU,APSC 171,Calculus I, , ,"Graphs and derivatives of vector-valued functions; related applications. Implicit derivatives and related rate applications. Fundamental Theorem of Calculus, Riemann integral; applications to problems involving areas, volumes, mass, charge, work, etc. Integration by substitution, by parts, and partial fractions. Introduction to second-order differential equations and complex numbers.",1,function,0,,0,
QueensU,APSC 162,Engineering Graphics, , ,"The principal objectives of the course are (1) to develop the student's ability to visualize and communicate three-dimensional shapes and (2) to acquire the skills needed to use computer-aided design software. Topics covered are orthographic projection, isometric sketching, auxiliary and section views as well as dimensioning and working drawings. Computer-aided design software is used to create solid models of the parts and assemblies as well as to generate dimensioned drawings. Students apply their learning in a project where they design their own version of a consumer product. Students learn by hands-on exercises in free-hand sketching and computer-based drawing.",5,"assembly, computer aided design, drawing, model, product",0,,0,
QueensU,APSC 172,Calculus II, , ,"This course continues calculus concepts from APSC 171, including space curves, speed, and velocity. Functions of several variables, partial derivatives, differentials, error estimates, gradient, maxima and minima. Double and triple integrals, polar and cylindrical coordinates; applications to mass, center of mass, moment. Series, power series; Taylor polynomial approximations, error analysis.",2,"concept, function",1,gradient,0,
QueensU,APSC 174,Introduction to Linear Algebra, , ,"Systems of linear equations; real vectors spaces and subspaces; linear combinations and linear spans; linear dependence and linear independence; applications to systems of linear equations and their solution via Gaussian elimination; bases and dimension of real vector spaces; linear transformations, range, kernel and Rank-Nullity theorem; matrix representation of a linear transformation; composition of linear transformations and matrix multiplication; invertible matrices and determinants; eigenvalues and eigenvectors of square matrices. Applications of the course material to engineering systems are illustrated.",1,material,1,independence,0,
QueensU,MECH 202,Mathematical and Computational Tools for Mechanical Engineers I, , ,"This course will provide students with an introduction to vector calculus, analytical, and numerical solution methods for ordinary differential equations. The topics of the course will be prresented through problems, models and applications relevant to the Mechanical Engineering Program. On completion of the course students will be able to: manipulate vectors; perform numerical integration; solve first- and higher-order ordinary differential equations analytically and numerically.Students will solve problems analytically and computationally in an active learning, tutorialenvironment.",1,model,0,,0,
QueensU,MECH 211,Manufacturing Methods, , ,"The objective of this course is to achieve a knowledge and understanding of a wide variety of manufacturing processes involving plastics and metals. This course forms the basis for improved product and machine design, and will assist the mechanical engineer to function in the areas of design, manufacturing and general engineering. Training in the use of machine and welding tools found in a modern job shop is a required activity practiced in the machine tool laboratory in MECH 212.",2,"function, product",0,,0,
QueensU,MECH 217,Measurement in Mechatronics, , ,"This course is composed of online instruction in measurement theory andactive lab and tutorial modules that provide hands-on practical experience making measurements, doing analysis, and drawing conclusions from them.On completion of the course, students will be able to: Identify and Quantify measurement objectives in practical engineering applications; Apply statistical analysis, including uncertainty, for interpreting test results; Specify,Select, and Apply transducers, acquisition systems, and procedures to measure pressure, strain, temperature and position;Apply physical principles to predict static and dynamic system performance for pressure, strain, temperature and position measurements;Install and test a micro controller system for data acquisition and control; Acquire and process digital and analog data; Formulate conclusions supported by data and comparison of results to appropriate models; Discuss the limitations of data employed, key findings, trends evident, uncertainty and error;Students willuse mathematical and computationalskills typically acquired in MECH 202 & APSC 143. (CEAB App. 3 qualified)",2,"drawing, model",0,,0,
QueensU,MECH 221,Solid Mechanics I, , ,"Review of statics, forces and equilibrium, internal forces in simple structures and other material from first year. Further development of axial, torsion, shear and bending moment diagrams, andconcepts of stress and strain. Introduction to mechanical properties of materials, centroids and moments of areas, axial stress, flexural stress, transverse shear stress, calculation of displacement by integration, combined loading, and stress transformation. This course is designed primarily for mechanical engineering students.",1,material,0,,0,
QueensU,MECH 213,NOT OFFERED 2020-2021 Manufacturing Methods, , ,"The objective of this course is to achieve a knowledge and understanding of a wide variety of manufacturing processes involving plastics and metals. This course forms the basis for improved product and machine design, and will assist the mechanical engineer to function in the areas of design, manufacturing and general engineering. Training in the use of machine and welding tools found in a modern job shop is a required activity practiced in the machine tool laboratory. NOTE: It is highly advised that MME students take MECH 270concurrently with this course.",2,"function, product",0,,0,
QueensU,MECH 230,Thermodynamics I, , ,"An introductory course in thermodynamics. Topics include: properties and behaviour of pure substances, concepts of heat, work and energy, the First and Second Laws of Thermodynamics, and the analysis of a variety of power and refrigeration cycles.",1,concept,0,,0,
QueensU,MECH 270,Materials Science and Engineering, , ,"This course provides the student with a background in the basic structural concepts of materials and the relationships between processing, structure, properties and performance. The topics will range from atomic bonding and arrangements, through micro-and macro-structures and their influence on properties, to the processing techniques required to produce the desired structures. All current types of engineering materials, including metals, ceramics, polymers, composites and semiconductors are covered.",2,"concept, material",0,,0,
QueensU,APSC 200,Engineering Design and Practice II, , ,"In this course students will participate constructively on teams to create solutions to open-ended complex problems, using standard design methods and tools. This project-based course provides instruction primarily in the first 6 weeks of the semester focusing on problem scoping, creativity and idea generation, decision making incorporating technical, economic, societal, and environmental factors, safety, engineering codes and regulations, and engineering ethics. The final 6 weeks of the course centre around a design project delivered by each discipline. This course is integrated with APSC 293, and coordinated by the same instructor.",5,"creativity, design method, design project, engineering design, standard",0,,0,
QueensU,MECH 203,Mathematical and Computational Tools for Mechanical Engineers II, , ,"This course will introduce numerical and statistical methods for the solution of engineering problems, to complement those discussed in MECH 202. The topics of the course will be presented through problems, models and applications relevant to the Mechanical Engineering Program. On completion of the course students will be able to: solve linear systems of equations;analyze random processes;perform local optimization and hypothesis testing; interpolate and fit discrete data sequences.Students will solveproblems analytically and computationally in an active learning, tutorialenvironment. The course will include a design project.",2,"design project, model",1,optimization,0,
QueensU,MECH 210,Electronic Circuits and Motors for Mechatronics, , ,"This introductory course for mechanical engineering students begins with a review of the concepts of resistance, capacitance, and inductance. Circuit analysis techniques are then applied to characterize the behaviour of commonly used mechatronic circuits including devices such as transformers, diodes, solenoids, DC motors and actuators. Transistors are introduced in switching applications. Selection and testing of electric motors and drivers/controllers for stationary and mobile mechanical applications. Lab activities will focus on design, construction, and testing of microcontroller based mechatronic systems for practical applications, building on skills typically developed in MECH 217.Students will solve mechatronics problems analytically and computationally in an active learning, tutorialenvironment.",1,concept,0,,0,
QueensU,MECH 273,Materials Science and Engineering Lab, , ,This course provides a hands-on exploration of some of the concepts introduced in MECH 270. This will include mechanical testing at room and elevated temperature as well as subsequent examination of microstructure. Results obtained will be related to the mechanisms discussed in MECH 270.,2,"concept, material",0,,0,
QueensU,MECH 302,Mathematical and Computational Tools for Mechanical Engineers III, , ,"This course will introduce advanced numerical and statistical methods for the solution of engineering problems, to complement those discussed in MECH 202 and 203. The topics of the course will be presented through problems, models and applications relevant to the Mechanical Engineering Program. On completion of the course the students will be able to: perform spectral analysis, use Laplace transforms, perform multi-variate statistical analysis and global optimization, and implement Bayesian inference.",1,model,1,optimization,0,
QueensU,MECH 310,NOT OFFERED 2020-2021 Digital Systems for Mechatronics, , ,"Microcontroller based operation of programmable digital sensors, servo motors, stepper motors, and activation of pneumatic and hydraulic drivers. PLC control of sequential logic operations in mechanical systems. Introduction to frequency response of systems with FFT application for machine health monitoring. Industrial communication standards for local and internet-based information transfer; Internet of Things (IOT) concepts. Off grid systems, photovoltaics, and inverters. Lab activities will focus on design, construction, and testing of microcontroller based mechatronic systems for practical applications, building on skills developed in MECH 217 and MECH 210.",2,"concept, standard",2,"internet of thing, iot",0,
